Age,Annual_Income,Credit_Score,Total_Purchase,Account_Age,Has_Defaulted
44,122555,660,62,9,1
29,33103,682,40,22,1
48,112060,546,72,20,0
51,37048,314,52,14,1
27,86215,780,53,28,0
62,137417,395,2,2,0
34,86485,418,62,17,1
41,81974,563,69,21,0
18,105807,351,55,14,1
25,143245,406,98,29,0
35,87958,414,21,26,1
18,125883,513,56,3,1
30,58943,506,22,9,1
38,129424,653,6,29,0
56,95535,399,37,1,0
55,102255,775,49,25,0
30,31043,649,2,22,1
55,58315,566,73,19,1
55,48449,569,82,14,1
69,117636,463,69,18,1
37,149663,783,70,8,1
61,58246,512,23,20,0
41,40216,744,81,29,0
31,34941,584,58,3,1
54,79871,413,97,1,1
31,92524,839,63,17,0
61,127046,770,3,5,1
44,104435,839,30,28,0
45,113049,697,32,14,0
64,117325,433,35,29,1
22,100663,528,6,16,0
22,82448,381,51,25,0
52,71423,591,61,1,0
49,65819,369,42,1,1
43,135851,668,16,23,0
64,130785,477,61,4,0
59,38495,445,38,10,0
50,80480,698,78,7,0
36,60548,409,32,10,0
60,138826,799,72,2,1
41,129386,621,29,28,0
57,75741,811,70,20,1
25,127934,820,85,4,1
54,110156,559,65,18,0
65,39477,802,41,21,0
57,57107,678,38,19,1
24,90532,331,2,22,0
34,97511,532,10,13,1
67,41589,739,63,2,1
67,68466,660,35,26,1
28,109607,400,10,28,0
43,83407,689,62,25,0
67,70172,530,54,19,1
65,102623,630,90,19,0
29,103463,756,44,13,0
32,79978,506,18,11,0
61,104818,515,12,9,1
47,76784,531,85,7,0
59,120001,753,96,6,0
41,127164,745,10,21,0
51,42899,347,30,17,0
42,70582,641,86,29,0
64,43970,481,87,24,1
43,96125,448,88,15,0
63,56262,832,1,24,1
48,59579,401,23,26,0
48,117605,641,22,28,0
40,55899,452,95,19,1
63,56921,678,14,26,0
43,132680,795,61,21,0
50,115456,808,33,2,1
55,79003,727,73,28,0
24,89079,632,18,2,0
40,52355,642,90,12,0
47,31443,429,54,7,1
37,119750,809,8,4,1
49,122778,561,46,11,0
41,50545,849,34,4,1
51,122511,844,77,15,1
60,94583,408,82,16,1
60,47304,662,39,24,1
33,106935,772,53,4,1
60,143242,541,47,18,1
37,31590,472,8,23,1
69,101383,707,49,9,1
63,65418,451,8,24,1
40,39892,399,9,17,0
33,40404,637,67,11,1
32,48504,635,88,28,0
53,142370,429,27,12,1
24,142014,387,75,21,1
19,137377,808,63,17,1
26,66116,747,15,7,0
36,131639,551,70,13,1
29,63347,459,11,27,0
62,113289,494,75,28,0
32,125200,322,66,4,1
34,82904,310,5,8,0
46,49865,442,81,24,1
57,44204,635,28,25,1
24,139383,802,38,25,0
58,37011,774,80,24,1
65,106059,567,66,13,0
44,61565,576,10,27,0
27,112497,633,37,7,1
30,86995,338,9,28,0
18,108186,363,24,15,0
52,72295,553,68,9,1
44,146157,838,32,23,0
61,30112,405,59,23,0
36,56548,667,47,23,1
56,67740,604,53,6,0
45,49233,770,6,26,0
67,82066,401,45,18,0
26,122570,680,9,13,0
36,95345,830,12,22,0
42,136550,738,79,9,1
57,68850,683,51,10,1
62,35821,742,55,22,1
23,66164,367,25,17,1
63,33748,521,75,2,0
20,133041,308,21,9,0
42,48307,616,57,7,0
65,122760,767,21,11,1
57,43073,378,80,29,1
63,104591,705,72,11,1
33,57108,628,10,27,0
55,62464,587,64,2,1
69,116359,534,54,25,0
27,88646,636,65,25,0
55,121674,327,22,28,0
26,55738,454,75,14,1
23,56082,324,53,26,1
33,63112,355,46,12,1
20,57612,733,43,2,1
55,56729,392,16,6,0
40,114542,831,57,27,0
59,87733,735,84,13,1
29,136906,703,8,24,1
60,107451,607,99,7,0
36,124029,554,84,29,1
24,117771,427,67,1,1
61,108987,391,14,10,0
31,34447,562,12,14,0
25,68790,573,74,15,1
52,106029,551,99,1,0
58,137583,751,66,25,1
42,102082,674,88,11,0
67,63929,683,53,7,0
65,91148,312,3,9,0
24,54354,404,39,20,1
50,30486,507,7,18,1
20,144083,821,72,10,1
30,130775,549,4,1,1
40,36725,399,92,25,1
50,83235,317,41,12,1
62,36946,827,70,24,1
66,112853,744,17,19,1
64,83515,466,88,13,0
63,91374,683,16,16,0
50,89515,641,5,24,0
64,72362,394,69,2,0
44,72182,551,63,13,0
33,136529,491,46,16,1
68,33232,761,44,9,1
48,101063,597,27,25,0
20,63135,449,89,11,1
45,93914,693,76,18,0
47,45866,586,92,10,1
38,60142,506,93,1,1
66,105986,676,94,9,0
56,110079,357,26,24,1
58,46334,413,78,23,0
40,55485,423,68,14,1
18,62872,531,24,27,1
38,66258,692,5,28,0
41,46401,482,79,21,1
21,89915,453,66,29,0
23,58219,517,38,5,0
20,64383,733,81,25,1
25,120667,443,44,19,0
33,112826,726,27,10,1
43,70576,613,39,26,0
68,118656,744,35,27,1
48,33131,494,11,13,0
67,103585,727,70,15,1
45,114583,374,20,14,1
47,54677,317,14,2,1
36,79309,778,8,13,1
44,142158,837,4,23,1
38,146875,405,48,2,0
27,136601,842,29,17,0
54,149888,628,43,12,1
64,34532,607,25,2,0
33,82457,384,83,26,0
54,80692,385,79,11,1
18,52472,816,82,23,0
30,72309,640,26,6,1
41,72133,398,19,23,1
51,54657,328,75,16,1
27,104483,539,88,23,0
64,90788,622,84,20,0
40,38800,559,91,26,0
29,118815,313,85,11,0
28,142080,424,26,12,0
23,135000,740,72,22,0
23,69309,529,55,28,1
60,127225,334,62,29,0
21,84500,471,50,24,0
51,144594,643,38,1,1
53,41448,424,6,20,1
30,63764,814,55,27,1
38,65568,317,40,8,1
19,78000,835,99,11,0
20,145441,757,97,28,1
33,73828,331,63,28,0
53,44076,653,52,8,1
31,140024,563,81,22,1
31,60671,401,20,15,0
32,79447,694,57,17,1
56,75123,667,51,3,1
39,140261,749,77,13,1
68,125158,625,12,16,0
66,95173,806,86,10,0
39,47394,433,59,17,0
34,147570,633,46,21,1
19,43172,821,60,11,0
64,101832,750,30,16,0
69,119149,353,84,26,1
59,53881,347,28,10,1
39,32062,303,60,1,0
40,105350,428,90,16,1
34,107683,581,9,22,1
21,54031,349,52,4,0
55,57191,641,62,1,0
32,46019,625,41,23,0
34,64984,705,92,12,0
44,32828,652,98,18,1
18,145086,343,51,29,1
55,90370,811,14,6,1
68,78287,650,92,27,1
30,30157,683,40,6,1
55,139228,666,49,26,0
34,50610,306,2,22,1
35,38096,823,88,13,0
25,31515,708,72,15,1
46,128536,453,43,25,1
59,66411,786,57,29,1
41,126841,601,32,4,0
30,92464,398,29,15,1
58,48664,384,20,14,1
68,108684,734,51,11,1
58,52390,766,80,8,0
33,62640,449,78,19,0
26,103972,323,65,6,1
20,56886,340,74,24,0
60,51940,305,45,29,1
35,144658,492,31,7,1
57,64009,641,15,17,1
33,73982,708,29,1,0
68,69098,821,6,29,1
64,111632,820,8,6,1
43,121495,514,53,9,0
69,77013,801,24,17,0
45,132650,399,43,5,1
62,31365,669,80,19,0
33,73735,521,54,26,1
22,125787,743,71,11,0
29,105662,763,88,20,0
64,64394,703,3,6,1
54,92916,627,11,2,0
39,44602,409,48,25,0
46,50362,552,7,22,1
27,88542,392,13,17,1
61,82361,700,5,24,1
67,145318,494,54,18,0
44,142089,787,13,14,0
39,116871,437,48,28,1
30,63933,394,49,10,1
63,73714,768,53,19,1
51,104408,804,34,28,0
62,145366,769,10,11,0
46,112079,444,10,20,1
57,109042,570,16,13,1
20,145327,507,72,26,1
65,51609,767,30,4,1
24,75379,455,38,1,0
68,104765,537,84,6,1
36,36097,459,65,17,1
68,106459,426,82,29,1
45,85362,637,96,5,0
46,118446,808,79,1,1
54,88892,359,67,27,1
36,147369,636,76,12,1
27,63857,701,34,13,1
19,53792,339,44,27,1
22,148594,739,78,4,0
65,132872,826,65,15,1
56,59625,589,47,22,1
33,67909,656,98,22,0
29,100755,630,3,1,1
36,145311,545,29,28,1
67,140841,608,70,24,1
24,145637,602,50,26,1
60,143805,320,66,12,0
23,109131,766,42,29,1
59,89414,795,27,13,1
38,32359,702,16,10,1
64,94917,474,65,28,1
34,111169,598,92,7,0
65,118729,530,22,11,1
18,84395,653,67,18,0
57,51642,580,96,25,0
21,101539,554,37,18,0
53,78668,626,91,22,1
39,30982,672,87,23,0
40,83091,805,58,25,1
69,118586,517,79,13,0
67,68126,577,82,21,0
44,85911,493,93,28,0
56,31971,537,26,29,0
18,118733,305,76,27,0
21,47412,726,63,13,1
26,106010,691,15,26,1
62,131221,433,39,1,1
19,119310,372,76,16,0
27,40824,645,23,2,1
42,85473,707,99,11,0
55,74949,817,99,3,0
49,124967,672,45,23,0
61,42527,400,51,6,0
24,114357,355,41,10,0
69,72305,513,21,25,1
36,55110,563,78,26,1
37,36809,303,52,6,1
60,130810,516,77,3,0
27,96100,791,9,24,0
23,35057,838,35,23,1
36,50773,833,18,2,0
63,33756,582,5,16,1
40,60192,807,98,12,0
32,59215,355,80,24,1
40,91033,529,35,24,0
20,42525,725,10,23,1
62,121219,762,76,9,1
68,93178,624,35,7,0
39,110578,320,68,27,1
47,91662,325,62,13,0
26,70179,456,63,25,0
57,130442,706,35,15,0
24,69886,680,44,24,0
30,73631,757,61,17,1
34,144836,642,94,19,1
56,116434,460,76,16,1
54,84524,577,98,7,0
22,55060,813,63,10,0
65,56249,510,16,2,0
54,46027,590,4,12,1
61,46214,430,29,25,1
30,31782,505,17,3,0
62,122783,834,40,3,1
65,143252,517,86,28,0
68,39019,408,76,24,1
65,124505,755,12,19,0
62,113846,372,36,25,1
69,141116,481,47,20,1
38,70219,778,10,28,1
20,37706,369,72,3,1
64,71594,817,66,18,1
60,45875,343,79,25,0
30,95537,364,57,10,1
56,39866,456,4,13,0
54,126914,505,72,19,1
63,82655,320,11,29,1
32,44219,508,65,26,1
42,60379,840,39,19,1
38,69473,839,77,4,1
25,114693,737,73,20,0
48,61042,588,96,17,0
47,73731,451,35,16,1
62,131433,439,90,29,1
49,86641,786,14,12,1
29,69079,436,3,20,1
68,100865,581,58,10,1
26,68844,355,39,8,0
22,33799,339,82,19,0
60,124693,575,76,19,0
48,87872,449,2,10,0
33,71453,476,44,13,1
66,75379,479,4,19,0
36,108350,536,30,21,1
53,124372,750,18,6,1
30,148824,722,2,12,1
35,130138,432,22,21,1
49,37738,302,31,19,1
24,30594,403,66,6,0
20,116315,406,59,10,1
24,105930,565,84,8,1
39,68196,697,59,22,1
43,36501,316,49,7,0
42,57926,623,71,7,1
54,86081,317,99,15,0
19,137271,402,99,2,1
43,134203,592,53,23,1
69,122291,642,81,3,0
49,110999,535,72,18,0
59,114006,601,6,28,0
21,53441,637,41,15,0
20,66822,518,34,17,0
60,68373,340,99,23,1
56,111834,585,69,11,1
25,46463,336,84,21,1
48,138330,750,83,20,0
46,121916,554,91,4,0
57,82910,729,38,25,1
41,85552,311,96,7,1
27,124229,517,11,29,0
26,88446,507,57,3,0
63,116440,745,68,14,0
67,48822,742,37,2,0
47,76943,589,4,6,1
63,140229,638,86,5,0
23,75590,404,62,6,0
38,66915,620,57,24,0
68,60994,583,64,29,1
45,41967,468,43,10,1
25,86599,776,31,13,0
35,83945,743,21,12,1
57,32533,473,11,12,1
57,92359,679,89,4,1
57,95432,423,83,21,1
64,82956,705,53,19,1
63,73067,676,61,25,0
67,133483,703,7,10,1
60,31119,449,94,11,0
61,60492,641,51,14,0
49,54025,631,84,21,0
55,133607,693,51,9,1
39,91149,669,9,8,0
61,71574,826,57,23,1
43,135948,368,55,1,0
51,125762,359,36,6,1
39,96526,334,86,11,0
44,71546,684,50,8,0
40,101198,778,89,17,1
44,34705,778,85,20,1
69,63281,734,73,4,1
51,93357,693,12,10,1
24,132267,792,93,13,1
45,61339,524,73,1,0
21,51124,462,33,4,0
49,106252,642,45,2,0
28,45811,756,85,15,1
61,84765,651,95,18,1
42,114662,679,20,25,0
40,50028,548,29,5,1
41,93365,706,69,7,1
33,125043,575,30,17,0
29,79842,549,65,21,1
63,34604,678,57,29,1
21,71631,612,4,14,0
41,106180,536,53,24,0
20,88406,546,90,4,0
33,96185,647,9,3,1
45,143065,779,17,6,0
44,79538,657,14,2,1
42,41173,532,84,25,1
23,52092,457,55,3,1
44,149951,449,81,15,1
62,129025,625,58,6,0
63,60990,529,24,26,1
47,50755,529,9,14,0
34,105092,511,69,20,1
35,67168,334,79,18,0
21,144718,800,90,19,1
19,71083,773,53,25,1
18,67702,805,38,6,1
29,64108,439,50,6,0
56,143838,321,1,1,0
51,82141,341,95,29,1
36,33352,813,83,26,1
23,72397,847,54,16,1
69,113321,821,95,3,1
23,117922,540,50,8,0
25,114056,832,79,13,1
32,100901,760,17,19,0
34,113296,791,56,8,1
43,131513,454,57,10,0
58,124297,592,37,28,0
69,70396,380,49,11,0
69,113561,377,81,22,0
36,62112,470,5,6,1
38,68494,505,12,3,1
62,90920,503,9,19,0
24,71935,472,99,17,0
49,120458,322,33,14,1
66,58658,647,46,23,0
28,79670,747,29,1,0
44,125584,561,39,26,0
64,35561,300,16,1,1
64,95814,613,45,27,0
26,130516,653,91,10,1
50,114387,762,19,10,0
46,105211,798,66,19,1
29,90137,326,69,29,1
21,123543,497,88,11,1
51,143544,629,76,13,1
35,100869,510,27,2,1
44,70710,681,92,13,1
55,105735,403,60,2,0
57,85383,478,41,10,0
62,94186,843,10,29,0
37,94339,849,3,10,0
29,79298,454,61,27,1
60,93067,501,82,2,0
21,42250,792,3,26,1
57,133690,753,70,11,1
48,100516,659,8,22,0
40,96858,678,77,15,0
68,85462,600,9,20,0
31,63315,347,41,25,1
58,118857,624,52,10,1
64,116420,644,79,26,1
18,98130,604,82,6,0
25,91210,775,27,10,1
53,90613,751,18,14,1
64,41550,357,45,20,0
65,97799,512,59,6,0
62,61026,725,38,17,0
26,42910,364,92,5,1
34,81545,848,14,25,0
21,49328,805,41,14,0
40,39615,681,55,12,1
49,90021,751,71,3,1
49,139613,366,43,14,0
49,103383,564,11,12,1
28,30371,387,87,15,0
32,64097,488,69,10,1
36,40172,418,15,6,1
48,134984,770,32,21,0
41,101814,673,76,10,0
31,149982,759,78,20,1
33,58525,376,73,28,0
43,43968,485,82,1,0
28,47841,690,25,27,1
68,83087,584,94,6,0
31,84782,499,67,28,1
20,46971,397,1,13,1
54,96440,603,11,2,1
55,118317,492,55,21,0
54,143117,775,90,28,1
31,79615,501,60,14,0
19,86945,575,29,2,1
61,117161,697,11,26,1
69,61607,687,86,22,1
44,31454,457,54,7,0
26,49461,552,44,26,1
43,131108,440,54,24,0
46,88801,765,66,11,1
45,65526,825,38,8,0
65,62286,424,69,27,0
52,141571,425,85,14,1
30,50354,487,99,4,0
60,67164,713,8,10,0
55,76392,697,97,15,1
34,98624,692,96,22,0
61,45521,383,62,3,0
66,113933,601,98,15,1
38,44564,539,48,6,1
25,84862,635,73,7,1
38,136383,323,80,19,1
41,146317,355,20,11,1
30,60888,344,2,20,0
53,128426,345,66,6,0
55,72073,807,31,5,0
61,43216,627,89,14,0
33,103686,809,17,23,1
22,35326,645,22,6,1
33,135015,579,98,4,0
26,73258,432,73,4,0
66,130995,527,31,8,1
54,149035,612,27,9,1
20,140023,521,93,27,0
31,118652,513,31,15,0
36,131634,497,65,7,0
53,135267,735,3,22,1
62,38575,432,3,12,0
56,125739,431,39,14,1
29,69506,440,14,10,0
47,59964,630,30,7,0
50,90495,379,91,26,1
27,63359,517,13,18,1
23,37872,694,1,24,0
47,54455,348,6,11,0
48,113064,833,51,12,1
62,142318,678,4,16,0
19,122569,311,96,10,1
56,148354,726,10,29,1
22,134877,400,13,10,0
50,104914,438,93,18,0
64,76326,758,28,18,1
39,83056,324,86,18,0
24,113052,559,42,7,0
63,64441,714,94,8,1
21,36720,359,79,18,0
30,80957,577,35,5,1
21,98702,849,22,5,0
29,142619,824,35,7,1
31,75437,493,95,22,1
46,44539,789,53,28,1
21,56815,347,98,23,1
63,73495,498,5,16,0
51,44759,730,98,2,0
54,87140,422,2,6,1
54,69937,599,32,16,1
24,127679,358,91,6,0
46,48446,721,25,17,1
28,69043,339,85,17,0
43,148420,555,23,9,0
33,129614,733,37,12,1
59,33443,779,63,5,1
31,114101,728,81,14,1
55,57293,508,14,28,1
19,103087,615,60,11,1
69,125333,335,84,13,0
30,64633,384,84,4,1
37,82072,712,49,11,0
25,65440,442,96,11,1
27,30486,438,42,21,0
34,49922,466,60,11,0
25,76347,559,22,9,1
45,134082,743,8,29,1
62,76832,705,78,29,1
23,103136,664,95,19,0
64,146289,344,43,16,0
32,104624,473,85,8,0
49,37108,585,3,5,1
23,35959,517,9,9,1
63,120149,377,69,25,1
68,102781,387,41,4,0
18,82969,623,77,29,0
41,54129,804,8,7,1
50,66932,420,47,25,1
41,85388,564,39,27,1
61,88444,562,70,12,0
45,38452,539,40,4,0
62,84819,463,68,17,0
62,107238,752,58,18,1
61,94866,834,61,21,1
42,115205,801,82,6,0
36,35600,776,77,20,1
29,41012,685,14,5,1
63,93837,778,98,12,1
33,140411,408,1,25,0
18,131403,407,78,16,1
64,122985,495,95,20,0
48,104128,415,8,20,0
19,116239,609,78,18,0
56,46645,834,87,15,0
37,44615,744,36,19,1
59,132401,590,41,3,0
24,50865,332,80,27,0
56,132047,530,83,28,0
24,90236,364,73,5,1
52,34057,837,41,26,0
27,92271,788,85,2,1
22,146783,401,55,28,0
66,87080,482,5,24,1
64,115324,626,46,29,0
66,149652,626,59,8,1
44,89086,701,14,9,1
34,133840,829,3,5,0
28,145240,620,53,22,1
24,70912,396,1,8,1
43,34450,848,54,24,0
37,120413,736,24,14,0
26,59470,646,45,22,0
18,128537,734,44,22,1
20,97909,518,98,11,1
26,78359,649,89,25,1
18,34190,516,86,24,0
47,114192,326,78,24,1
37,145302,702,69,29,0
27,134824,823,39,4,1
20,106444,476,37,22,0
49,126971,677,80,15,1
19,82291,755,23,10,1
61,145860,385,75,20,0
18,112908,390,26,18,0
22,32965,781,73,12,0
67,137073,755,72,28,0
63,87386,697,6,28,1
45,111600,361,94,10,0
47,75986,544,19,12,0
40,129778,555,29,9,0
51,47246,790,9,22,1
59,52245,752,85,6,0
65,122940,458,58,13,1
42,119123,427,3,12,0
68,120804,410,50,15,1
41,68850,557,90,13,1
67,105535,302,24,7,1
44,79446,332,52,15,1
51,52231,409,48,2,0
37,30649,685,15,1,0
48,136001,470,14,5,0
58,80648,614,32,27,1
36,105193,725,69,12,1
32,90303,409,57,29,1
56,75576,340,49,4,1
24,72489,814,82,10,1
60,108536,617,69,8,0
25,39777,483,51,27,1
32,117372,333,16,29,0
61,123911,502,86,8,1
33,96519,577,80,3,0
37,91796,303,83,1,0
58,86442,555,4,13,0
39,59759,701,4,28,0
50,52216,696,79,7,1
40,94694,563,46,16,0
66,39913,585,83,5,0
39,47324,768,98,6,0
25,145885,310,15,19,0
49,45678,708,78,19,1
55,106739,775,25,21,0
38,132135,654,95,27,0
67,66346,626,71,17,0
20,44992,354,11,3,1
68,41629,729,28,9,1
19,85665,717,59,14,0
62,49622,623,18,9,0
42,66660,588,28,19,0
54,122306,542,18,6,0
63,80891,518,11,15,1
38,124009,767,71,2,1
18,116354,311,86,28,1
29,110901,310,60,24,1
32,75248,301,90,21,0
62,80442,300,60,13,0
47,135322,841,74,16,1
44,41615,695,16,29,1
25,124702,403,63,17,0
57,121717,762,36,25,1
44,64360,619,40,19,1
69,90668,815,35,11,1
65,69551,593,53,25,0
28,113359,811,2,25,1
67,70931,620,24,28,0
64,67924,446,98,21,1
44,114858,436,80,18,0
23,138720,302,79,10,0
52,136329,491,91,19,1
29,123730,387,39,22,1
21,100265,567,79,27,1
33,31790,459,52,10,0
31,120564,712,74,13,1
67,116873,444,58,5,0
42,115830,732,36,11,0
44,61826,847,47,26,0
59,75859,648,68,26,1
56,139453,449,63,10,0
56,86917,549,97,2,1
63,47245,577,76,28,1
32,68526,616,5,23,1
19,50187,356,35,16,0
58,69073,372,47,23,1
39,41825,667,59,23,1
32,101207,592,94,24,1
18,106957,750,39,17,0
44,82788,569,24,10,1
28,75151,374,21,12,0
41,79626,600,53,15,1
54,39224,370,24,18,0
61,111817,633,77,10,1
46,149787,593,21,1,0
45,84599,532,33,5,0
55,56858,750,29,9,0
30,86018,347,71,22,0
48,89983,620,34,22,0
66,136899,552,83,13,1
31,140486,794,70,11,0
26,78388,733,31,14,0
23,139843,658,43,29,0
44,63651,772,14,3,0
21,64085,437,6,6,1
64,59230,572,16,11,1
22,47783,516,44,11,1
52,50082,695,36,19,1
25,56127,812,83,18,1
29,56145,798,53,22,1
58,124327,519,64,12,1
37,30359,784,21,21,0
22,89283,644,5,13,0
45,49366,703,46,8,1
41,100686,301,72,27,1
61,76595,437,24,7,1
23,61423,599,86,3,0
18,35227,422,83,24,0
36,69747,831,21,16,1
62,144646,509,41,16,1
42,146453,448,99,20,1
21,89537,417,8,1,1
47,129706,554,80,6,1
63,40142,386,37,7,1
39,60005,498,64,19,0
54,72535,788,42,28,1
57,99765,483,41,21,0
34,59394,402,84,20,0
49,53169,818,49,2,0
57,88990,718,8,28,1
25,142030,518,15,25,1
30,82175,631,78,19,0
26,58301,369,30,3,1
39,144524,318,3,26,1
27,108650,535,60,28,1
62,106118,634,16,9,1
67,85176,480,89,26,0
36,98032,764,12,22,0
36,41155,741,1,15,1
28,110463,477,34,13,1
27,31466,783,4,13,1
21,121710,565,52,21,0
58,90661,383,87,17,1
48,52412,766,73,14,0
32,118225,657,29,1,0
23,144950,711,72,25,1
52,134232,692,31,1,1
50,143534,777,66,16,1
34,41520,845,80,21,0
50,111506,518,54,7,1
66,113203,784,59,4,0
35,110970,839,7,5,1
41,138967,428,65,7,0
29,129539,343,6,25,0
47,125822,849,84,17,1
67,141343,817,60,10,1
45,75444,393,25,19,0
18,88943,629,28,14,0
61,88353,489,35,3,0
42,59861,725,49,29,0
64,123811,634,68,4,0
24,75053,700,79,20,1
49,35158,391,2,5,1
45,80149,487,70,1,0
53,148138,784,80,2,0
47,123071,577,57,19,1
46,83705,650,55,20,0
50,67984,596,59,6,1
51,40339,405,29,7,1
31,41071,496,69,28,0
34,53495,783,60,7,0
30,43020,764,77,19,1
37,82338,797,2,11,0
21,46504,418,28,9,0
42,147934,353,55,4,1
23,132367,620,28,23,1
42,128291,578,15,1,0
34,62219,842,80,29,0
65,73599,332,36,2,0
36,115304,418,30,12,1
63,38900,335,27,16,0
52,147797,749,21,15,1
23,82051,799,40,4,0
30,130189,577,65,2,0
38,69710,666,87,2,1
50,33376,600,9,10,1
44,119259,370,6,9,0
18,73687,529,62,16,1
54,35683,444,71,7,1
28,97275,788,90,27,0
37,123065,770,91,7,0
62,54136,384,80,7,0
46,100944,526,77,13,1
21,63904,754,97,2,1
69,39236,819,37,4,1
46,134692,480,49,15,1
26,52977,530,1,1,1
28,100966,547,74,8,0
37,120458,447,37,14,0
45,88661,672,87,17,0
52,148588,694,34,23,1
24,106504,567,98,11,0
66,59674,845,9,22,0
53,121672,307,16,29,1
26,45744,503,38,2,0
39,91507,762,82,11,1
61,61089,364,73,5,1
40,115826,586,39,29,0
48,67725,710,29,3,0
49,76323,312,69,5,0
55,104526,710,53,28,1
22,144819,612,19,26,1
30,34630,783,63,27,1
69,143831,548,45,18,1
40,146106,722,95,20,0
38,88368,692,49,10,1
58,82106,725,61,19,1
47,40788,370,29,8,0
50,117169,383,57,4,1
44,110062,427,12,27,0
68,42224,769,79,27,1
49,47512,646,85,7,0
19,75330,804,64,13,0
55,99245,343,28,26,1
42,79191,653,19,26,0
36,141579,370,84,25,1
18,78415,573,31,28,0
69,85321,592,55,13,1
24,74014,583,36,16,1
21,70191,355,4,28,0
35,144384,840,20,5,1
22,77709,548,48,14,0
30,110723,410,34,4,1
68,119027,417,88,9,0
32,39897,696,62,17,1
22,47307,461,96,15,0
38,78829,433,36,26,1
47,146508,390,54,14,0
67,30445,641,28,6,0
39,147700,781,7,2,1
58,31126,678,63,20,0
35,125151,468,60,12,1
35,64387,691,17,24,0
62,63499,333,21,12,0
20,145624,475,29,11,0
64,136512,609,9,18,1
50,42152,649,59,13,0
26,88189,665,92,24,1
50,109229,313,4,6,0
28,69267,518,4,24,1
55,141924,600,2,19,1
49,46746,726,4,17,0
64,76182,500,79,12,1
67,72508,813,55,11,1
29,66414,549,91,21,0
29,92735,627,7,26,0
26,95224,711,97,27,1
27,31175,403,95,2,1
26,116351,543,75,4,1
68,66265,316,4,2,1
43,62170,673,80,11,1
49,104862,555,36,8,0
26,135285,482,74,6,0
65,142976,430,45,13,0
27,75069,709,34,7,0
69,89393,509,53,11,0
62,67688,699,4,21,0
30,128692,689,57,8,0
29,140324,357,82,27,0
23,148620,655,59,11,1
48,52175,435,98,18,0
62,134892,476,70,28,0
21,126444,650,95,28,0
39,79112,402,90,22,0
64,69897,373,17,28,0
18,59682,729,82,7,0
49,110433,792,50,27,1
61,135424,707,43,13,1
54,58132,437,36,7,0
40,56929,509,73,22,0
33,76738,458,67,25,1
57,143035,500,16,9,0
22,104691,301,7,19,1
19,45381,568,59,9,1
57,44585,693,15,10,0
68,43781,381,27,6,1
32,109697,544,38,27,1
36,102534,646,61,25,0
31,48356,380,9,1,1
22,52823,795,34,15,1
49,50237,832,31,17,0
55,77844,386,29,9,1
47,38585,324,90,3,0
65,43538,466,32,16,1
23,51998,623,22,7,1
23,144382,704,60,21,0
52,143966,428,76,14,0
45,120394,521,32,19,0
29,35183,754,15,14,0
66,101510,322,23,10,1
26,143272,333,98,3,0
54,49458,303,61,11,1
28,118945,844,27,4,0
30,78096,539,60,17,0
44,133085,827,59,12,0
30,138399,606,75,27,1
20,89203,307,15,29,0
39,81621,476,99,9,0
24,52308,800,52,10,0
38,145766,792,42,15,0
59,120559,412,67,10,0
65,146033,761,70,28,1
64,149866,789,55,18,1
18,33121,401,16,27,0
51,110699,787,98,12,1
23,143178,444,92,13,0
34,38474,600,81,14,1
62,72668,756,94,19,0
57,75981,781,2,13,0
47,50898,806,84,2,1
66,133496,502,81,15,1
68,34798,343,4,2,0
40,36196,638,22,27,0
68,141051,329,35,21,0
35,114552,699,72,4,0
50,128655,478,16,16,0
50,77104,514,34,9,0
32,33445,502,10,1,0
19,102243,810,75,26,0
39,129239,520,21,27,1
48,143212,402,44,17,0
18,37704,685,43,14,1
30,99343,845,4,2,1
39,131584,326,64,26,1
38,47314,690,55,13,1
45,132180,366,25,22,0
33,58471,589,71,13,1
20,142194,479,55,9,0
45,111104,672,19,24,0
42,99944,684,53,12,0
32,115783,771,19,25,1
49,109591,839,59,27,0
27,130792,486,64,23,1
29,42475,423,53,24,0
38,41675,837,76,26,1
31,50123,650,82,9,0
66,92297,598,38,17,1
65,76544,690,17,17,0
50,52776,356,12,8,0
63,100946,330,55,10,1
67,39786,623,59,26,1
37,67834,685,37,13,1
37,56950,377,79,21,0
51,123393,746,64,18,0
60,42039,695,49,27,1
59,30669,766,76,22,1
37,94330,796,91,8,1
64,51094,769,42,6,0
26,100413,413,89,9,1
19,113555,530,66,8,0
25,111579,591,87,2,0
51,68076,382,74,11,0
27,94360,825,14,23,0
22,113739,453,5,22,1
67,87057,571,44,5,0
67,133696,369,74,7,0
53,37095,641,42,5,0
22,143773,763,66,13,1
25,144713,802,12,2,0
53,57155,573,94,18,0
53,148957,713,8,29,1
69,83200,580,50,5,1
50,96352,584,56,22,0
24,108077,708,71,16,0
38,97606,739,71,17,1
22,49743,440,34,29,0
41,55215,711,80,14,1
39,85568,369,98,28,1
53,94401,772,95,10,1
53,108651,568,23,15,1
57,77516,359,12,14,0
20,128630,568,20,5,0
51,122937,313,97,1,0
26,48093,587,44,11,1
21,61779,356,36,25,0
22,112772,700,30,5,1
24,136550,704,11,4,1
57,35329,459,92,16,1
25,79877,397,28,3,1
